index,titulo,autor,disp,genero,n_pags,editora 
 187,"A Grande Jogada","Molly Bloom",DISPONIVEL,"Literatura Estrangeira / Não-ficção ",272,Intrínseca 
 188,"O Homem de Giz","C.J. Tudor",DISPONIVEL,"Ficção / Literatura Estrangeira / Suspense e Mistério ",272,Intrínseca 
 189,"A Forma da Água","Guillermo del Toro",DISPONIVEL,"Fantasia / Ficção / Horror / Literatura Estrangeira / Romance ",352,Intrínseca 
 190,"Mais Escuro (Grey Vol. 2)","E L James",DISPONIVEL," Flynn, poderá ajudá-lo a enfrentar seus demônios? Ou será que a possessividade de Elena, sua sedutora, e a devoção perturbada de Leila, sua ex-submissa, vão arrastá-lo para o passado? E se Christian vai reconquistar Ana, será que um homem tão sombrio e cheio de problemas espera mesmo mantê-la? ",496,Intrínseca 
 191,"Um Cavalheiro em Moscou","Amor Towles",DISPONIVEL,"Ficção / Literatura Estrangeira ",464,Intrínseca 
 192,"As Oito Montanhas"," Paolo Cognetti ",DISPONIVEL,"Ficção / Literatura Estrangeira / Romance ",256,Intrínseca 
 193,TazerCraft,"Gustavo Magnani",DISPONIVEL,"Aventura / Ficção / Infantojuvenil / Literatura Brasileira ",192,Intrínseca 
 194,"Ferramentas Dos Titãs","Timothy Ferriss",DISPONIVEL,"Autoajuda / Literatura Estrangeira ",768,Intrínseca 
 195,"A Grande Jogada","Molly Bloom",DISPONIVEL,"Biografia, Autobiografia, Memórias ",258,Intrínseca 
 196,Aniquilação,"Jeff VanderMeer",DISPONIVEL,"Drama / Ficção / Ficção científica / Literatura Estrangeira / Terror ",200,Intrínseca 
 197,"Me Chame Pelo Seu Nome"," André Aciman ",DISPONIVEL,"Drama / Ficção / LGBT / GLS / Literatura Estrangeira / Romance ",288,Intrínseca 
 198,"Um cavalheiro em Moscou","Amor Towles",DISPONIVEL,"Ficção / Literatura Estrangeira ",464,Intrínseca 
 199,Ikigai,"Francesc Miralles",DISPONIVEL,"Literatura Estrangeira / Não-ficção ",208,Intrínseca 
 200,"Os distorcidos","Scott Cawthon",DISPONIVEL," Para piorar, uma nova onda de assassinatos começa a acontecer e ela se pergunta: mas se todo o terror foi destruído junto com o que sobrou da pizzaria, o que estaria por trás dessas mortes?Ficção / Horror / Jovem adulto / Literatura Estrangeira ",288,Intrínseca 
 201,"Segredos do Acampamento Meio-Sangue","Rick Riordan",DISPONIVEL,"Fantasia / Ficção / Jovem adulto / Literatura Estrangeira ",176,Intrínseca 
 202,"Trilha sonora para o fim dos tempos","Anthony Marra",DISPONIVEL,"Ficção / Literatura Estrangeira ",304,Intrínseca 
 203,"Com Amor; Simon","Becky Albertalli",DISPONIVEL,"Ficção / Jovem adulto / LGBT / GLS / Literatura Estrangeira / Romance ",272,Intrínseca 
 204,"O Labirinto de Fogo","Rick Riordan",DISPONIVEL,"Fantasia / Ficção / Jovem adulto / Literatura Estrangeira ",368,Intrínseca 
 205,"Deuses Americanos","Neil Gaiman",DISPONIVEL,"Fantasia / Ficção / HQ, comics, mangá / Literatura Estrangeira ",264,Intrínseca 
 206,"Estúpida; eu?","Camila Coutinho",DISPONIVEL,"Literatura Brasileira / Moda, Estilo e Beleza / Não-ficção ",176,Intrínseca 
 207,"Todas as Coisas Belas","Matthew Quick",DISPONIVEL,"Ficção / Jovem adulto / Literatura Estrangeira / Romance ",272,Intrínseca 
 208,Nix,"Nathan Hill",DISPONIVEL,"Ficção / Literatura Estrangeira ",672,Intrínseca 
 209,"No Tempo dos Feiticeiros","Cressida Cowell",DISPONIVEL,"Fantasia / Ficção / Infantojuvenil / Literatura Estrangeira ",400,Intrínseca 
 210,"No Tempo dos Feiticeiros","Cressida Cowell",DISPONIVEL,"Fantasia / Ficção / Infantojuvenil / Literatura Estrangeira ",400,Intrínseca 
 211,"Comer Para Não Morrer","Michael Greger",DISPONIVEL,"Literatura Estrangeira / Medicina e Saúde / Não-ficção ",496,Intrínseca 
 212,"Comer Para Não Morrer","Michael Greger",DISPONIVEL,"Literatura Estrangeira / Não-ficção / Medicina e Saúde ",496,Intrínseca 
 213,"Pequenos incêndios por toda parte"," Celeste Ng ",DISPONIVEL,"Ficção / Literatura Estrangeira / Suspense e Mistério ",416,Intrínseca 
 214,"Tudo o que nunca contei"," Celeste Ng ",DISPONIVEL,"The New York Times Book ReviewFicção / Línguas Estrangeiras / Literatura Estrangeira / Romance / Suspense e Mistério ",304,Intrínseca 
 215,"Black Hammer","Jeff Lemire",DISPONIVEL,"Aventura / Drama / Fantasia / Ficção / Ficção científica / HQ, comics, mangá / Literatura Estrangeira ",184,Intrínseca 
 216,"Logo; logo","Kelly Weinersmit",DISPONIVEL,"Literatura Estrangeira / Não-ficção ",384,Intrínseca 
 217,"A essência do mal","Luca D'Andrea",DISPONIVEL,"Literatura Estrangeira / Suspense e Mistério ",368,Intrínseca 
 218,"Praia de Manhattan","Jennifer Egan",DISPONIVEL,"Ficção / Literatura Estrangeira / Romance ",448,Intrínseca 
 219,"O que Alice esqueceu","Liane Moriarty ",DISPONIVEL,"Ficção / Literatura Estrangeira / Romance ",416,Intrínseca 
 220,"A princesa prometida","William Goldman",DISPONIVEL,"Ficção / Literatura Estrangeira ",416,Intrínseca 
 221,"Uma Casa No Fundo de Um Lago","Josh Malerman",DISPONIVEL,"Fantasia / Ficção / Horror / Jovem adulto / Literatura Estrangeira / Suspense e Mistério ",160,Intrínseca 
 222,"Mentes sombrias","Alexandra Bracken",DISPONIVEL,"Distopia / Fantasia / Ficção / Ficção científica / Jovem adulto / Literatura Estrangeira ",384,Intrínseca 
 223,"Refúgio no Sábado","Miriam Leitão",DISPONIVEL,"Crônicas / Literatura Brasileira ",288,Intrínseca 
 224,"Variações Enigma"," André Aciman ",DISPONIVEL,"Ficção / LGBT / GLS / Literatura Estrangeira / Romance ",320,Intrínseca 
 225,"Leah Fora de Sintonia","Becky Albertalli",DISPONIVEL,"Ficção / Jovem adulto / LGBT / GLS / Literatura Estrangeira ",320,Intrínseca 
 226,"A FORMA DA ÁGUA","Del Toro ",DISPONIVEL,"Ficção / Literatura Estrangeira / Romance ",352,Intrínseca 
 227,Princípios,"Ray Dalio",DISPONIVEL,"Economia, Finanças / Literatura Estrangeira ",592,Intrínseca 
 228,"Uma certa ideia de Brasil","Pedro Malan",DISPONIVEL,"Economia, Finanças / Literatura Brasileira / Não-ficção / Política ",512,Intrínseca 
 229,"O Homem de Giz","C.J. Tudor",DISPONIVEL,"EDIÇÃO EM EBOOKLiteratura Estrangeira / Suspense e Mistério / Terror ",272,Intrínseca 
 230,"O novo poder","Henry Timms",DISPONIVEL,"Não-ficção / Negócios e Empreendedorismo ",336,Intrínseca 
 231,Princípios,"Ray Dalio",DISPONIVEL,"Negócios e Empreendedorismo ",592,Intrínseca 
 232,"A Morte da verdade","Michiko Kakutani",DISPONIVEL,"Nesse cenário de descaso pelos fatos, da substituição da razão pela emoção e da corrosão da linguagem  que diminuem o próprio valor da verdade , o que pode acontecer com os Estados Unidos e com o restante do mundo?Ensaios / História / Literatura Estrangeira / Não-ficção / Política ",272,Intrínseca 
 233,"Esqueceram de Mim","Kim Smith",DISPONIVEL,"Cinema / Ficção / Ficção científica / Infantil ",48,Intrínseca 
 234,"De volta para o futuro","Kim Smith",DISPONIVEL,"Aventura / Ficção científica / HQ, comics, mangá / Infantojuvenil ",48,Intrínseca 
 235,"E.T. - O extraterrestre","Kim Smith",DISPONIVEL,"Fábula / Ficção / HQ, comics, mangá / Infantojuvenil / Literatura Estrangeira ",48,Intrínseca 
 236,"Esqueceram de mim","Kim Smith",DISPONIVEL,"Infantil / Infantojuvenil / Literatura Estrangeira ",48,Intrínseca 
 237,"Você foi enganado","Chico Otávio",DISPONIVEL,"Literatura Brasileira / Não-ficção / Política ",288,Intrínseca 
 238,"Leonardo da Vinci - Edição de Luxo","Walter Isaacson",DISPONIVEL,"Biografia, Autobiografia, Memórias ",640,Intrínseca 
 239,"Por que nós dormimos"," Matthew Walker ",DISPONIVEL,"Literatura Estrangeira / Não-ficção / Medicina e Saúde / Psicologia ",400,Intrínseca 
 240,"A Morte da Verdade","Michiko Kakutani",DISPONIVEL,"Nesse cenário de descaso pelos fatos, da substituição da razão pela emoção e da corrosão da linguagem  que diminuem o próprio valor da verdade , o que pode acontecer com os Estados Unidos e com o restante do mundo?Política ",272,Intrínseca 
 241,"Mitologia Nórdica","Neil Gaiman",DISPONIVEL,"Ficção ",288,Intrínseca 
 242,"De Volta Para o Futuro","Kim Smith",DISPONIVEL,"Cinema / Ficção / Ficção científica / Infantil ",48,Intrínseca 
 243,"Black Hammer","Jeff Lemire",DISPONIVEL,"Drama / Fantasia / Ficção / HQ, comics, mangá / Literatura Estrangeira ",176,Intrínseca 
 244,"O Primeiro Homem","James R. Hansen",DISPONIVEL,"Biografia, Autobiografia, Memórias / História ",512,Intrínseca 
 245,"Mapa dos Dias","Ransom Riggs",DISPONIVEL,"Aventura / Fantasia / Ficção / Horror / Jovem adulto / Literatura Estrangeira ",448,Intrínseca 
 246,"Black Hammer","Jeff Lemire",DISPONIVEL,"HQ, comics, mangá ",176,Intrínseca 
 247,"A Catedral do Mar","Ildefonso Falcones",DISPONIVEL,"Aventura / Ficção / Literatura Estrangeira / Romance ",576,Intrínseca 
 248,"O Desaparecimento de Stephanie Mailer","Joël Dicker",DISPONIVEL," O que aconteceu a Stephanie Mailer?Crime / Literatura Estrangeira / Romance policial / Suspense e Mistério ",576,Intrínseca 
 249,"As Viúvas","Lynda La Plante",DISPONIVEL,"Crime / Ficção / Literatura Estrangeira / Suspense e Mistério ",400,Intrínseca 
 250,"Dez argumentos para você deletar agora suas redes sociais","Jaron Lanier",DISPONIVEL,"Internet / Literatura Estrangeira / Não-ficção / Política / Psicologia ",192,Intrínseca 
 251,"Velhos são os outros","Andréa Pachá",DISPONIVEL,"Crônicas / Literatura Brasileira ",208,Intrínseca 
 252,"Como mudar sua mente","Michael Pollan",DISPONIVEL,"Literatura Estrangeira / Medicina e Saúde / Psicologia / Religião e Espiritualidade / Sociologia ",480,Intrínseca 
 253,"O caso da mansão Deboën","Edgar Cantero",DISPONIVEL,"Ficção / Literatura Estrangeira / Suspense e Mistério ",352,Intrínseca 
 254,"Tartarugas até lá embaixo","John Green",DISPONIVEL,"Ficção / Jovem adulto / Literatura Estrangeira / Romance ",208,Intrínseca 
 255,"What If It's Us","Becky Albertalli",DISPONIVEL,"But what if they cant nail a first date even after three do-overs?What if Arthur tries too hard to make it work and Ben doesnt try hard enough?What if life really isnt like a Broadway play?But what if it is?What if its us?Ficção / Jovem adulto / LGBT / GLS / Literatura Estrangeira ",448,HarperTeen 
 256,"As oito montanhas","Paolo Cognetti",DISPONIVEL," ",256,Intrínseca 
 257,"Em busca de abrigo","Jojo Moyes",DISPONIVEL," ",256,Intrínseca 
 258,"MITOLOGIA NÓRDICA","Neil Gaiman",DISPONIVEL,"Literatura Brasileira ",288,Intrínseca 
 259,"Paris para um e outros contos","Jojo Moyes",DISPONIVEL,"Contos / Literatura Estrangeira ",240,Intrínseca 
 260,"O Livro dos Baltimore","Joël Dicker",DISPONIVEL,"Drama / Ficção / Literatura Estrangeira / Romance ",416,Intrínseca 
 261,"Aconteceu naquele verão","Stephanie Perkins",DISPONIVEL,"Contos / Ficção / Jovem adulto / Literatura Estrangeira / Romance ",384,Intrínseca 
 262,"Como combater a fúria de um dragão","Cressida Cowell",DISPONIVEL," Tudo seria um pouco mais fácil se nosso Herói não tivesse perdido a memória e conseguisse lembrar quem ele éInfantojuvenil / Literatura Estrangeira ",496,Intrínseca 
 263,"Buracos negros","Stephen Hawking",DISPONIVEL,"Literatura Estrangeira ",64,Intrínseca 
 264,"Meu menino vadio","Luiz Fernando Vianna",DISPONIVEL,"Biografia, Autobiografia, Memórias / Literatura Brasileira ",208,Intrínseca 
 265,"Cinquenta Tons Mais Escuros","E.L. James",DISPONIVEL,"Erótico / Ficção / Literatura Estrangeira / Romance ",512,Intrínseca 
 266,"Regras simples","Donald Sull e Kathleen M. Eisenhardt",DISPONIVEL,"Literatura Estrangeira / Não-ficção ",352,Intrínseca 
 267,"A batalha por WondLa","Tony DiTerlizzi",DISPONIVEL,"Infantojuvenil / Literatura Estrangeira ",400,Intrínseca 
 268,"Antes que eu vá","Lauren Oliver",DISPONIVEL,"Ficção / Literatura Estrangeira / Romance ",352,Intrínseca 
 269,"Cinquenta Tons Mais Escuros","E.L. James",DISPONIVEL,"Erótico / Ficção / Literatura Estrangeira / Romance ",617,Intrínseca 
 270,"A longa caminhada de Billy Lynn","Ben Fountain ",DISPONIVEL," Com uma prosa sofisticada, engraçada e devastadora, A longa caminhada de Billy Lynn é um retrato ácido e impactanteLiteratura Estrangeira / Romance ",304,Intrínseca 
 271,"Como Combater a Fúria de Um Dragão","Cressida Cowell",DISPONIVEL,"Quando o dia chegar ao fim, Soluço poderá ser o herói? Será que os dragões irão sobreviver?Aventura / Fantasia / Infantojuvenil ",496,Intrínseca 
 272,"A verdade é teimosa","Miriam Leitão",DISPONIVEL,"Economia, Finanças / Literatura Brasileira ",383,Intrínseca 
 273,"Às urnas; cidadãos!","Thomas Piketty",DISPONIVEL,"Economia, Finanças / Ensaios / Literatura Estrangeira ",192,Intrínseca 
 274,"Pequenas Grandes Mentiras","Liane Moriarty ",DISPONIVEL,"Ficção / Literatura Estrangeira / Romance ",400,Intrínseca 
 275,"Os Irmãos Tapper Detonam Nova York","Geoff Rodkey",DISPONIVEL,"Infantojuvenil / Literatura Estrangeira ",300,Intrínseca 
 276,"Somos Todos Extraordinários","R. J. Palacio",DISPONIVEL,"Infantojuvenil / Literatura Estrangeira ",32,Intrínseca 
 277,"Eu Sei Onde Você Está","Claire Kendal",DISPONIVEL,"Crime / Ficção / Literatura Estrangeira / Suspense e Mistério ",304,Intrínseca 
 278,"Somos Guerreiras","Glennon Doyle Melton",DISPONIVEL,"Biografia, Autobiografia, Memórias / Literatura Estrangeira ",320,Intrínseca 
 279,"Quem era ela","JP Delaney",DISPONIVEL,"Literatura Estrangeira / Romance ",336,Intrínseca 
 280,"Um Amor Incômodo","Elena Ferrante",DISPONIVEL,"Literatura Estrangeira / Romance ",176,Intrínseca 
 281,"Mitologia Nórdica","Neil Gaiman",DISPONIVEL,"Contos / Ficção / Literatura Estrangeira ",288,Intrínseca 
 282,"A Garota Que Você Deixou Para Trás","Jojo Moyes",DISPONIVEL,"Los Angeles TimesBest seller VEJAFicção / Literatura Estrangeira ",317,Intrínseca 
 283,"Tudo o que nunca contei"," Celeste Ng ",DISPONIVEL,"Línguas Estrangeiras / Literatura Estrangeira / Romance / Ficção / Suspense e Mistério ",304,Intrínseca 
 284,"Olhos Prateados","Scott Cawthon",DISPONIVEL,"Infantojuvenil / Jovem adulto / Literatura Estrangeira ",368,Intrínseca 
 285,"Quatro estações em Roma","Anthony Doerr",DISPONIVEL,"Biografia, Autobiografia, Memórias / Literatura Estrangeira / Não-ficção ",240,Intrínseca 
 286,"Todo amor tem segredos","Viih Tube",DISPONIVEL,"Autoajuda / Biografia, Autobiografia, Memórias / Literatura Brasileira ",160,Intrínseca 
 287,"Os irmãos Tapper detonam Nova York","Geoff Rodkey",DISPONIVEL,"Infantojuvenil / Literatura Estrangeira ",288,Intrínseca 
 288,"Até Que a Culpa Nos Separe","Liane Moriarty ",DISPONIVEL,"Ficção / Literatura Estrangeira / Romance ",464,Intrínseca 
 289,"Até Que a Culpa Nos Separe","Liane Moriarty ",DISPONIVEL,"Chick-lit / Ficção / Literatura Estrangeira ",464,Intrínseca 
 290,"Deixei Você Ir","Clare Mackintosh",DISPONIVEL,"Crime / Ficção / Literatura Estrangeira / Suspense e Mistério ",368,Intrínseca 
 291,"Deixei Você Ir (e-Book)","Clare Mackintosh",DISPONIVEL,"Crime / Ficção / Literatura Estrangeira / Suspense e Mistério ",368,Intrínseca 
 292,"Uma Pergunta Por Dia Para Mães","Potter Style",DISPONIVEL,"Não-ficção ",368,Intrínseca 
 293,"Como Se Tornar Um Campeão","Márcia Vieira",DISPONIVEL,"Biografia, Autobiografia, Memórias / Literatura Brasileira ",176,Intrínseca 
 294,Ruby,"Cynthia Bond",DISPONIVEL,"Ficção / Literatura Estrangeira / Romance ",352,Intrínseca 
 295,Ruby,"Cynthia Bond",DISPONIVEL,"Drama / Ficção / Literatura Estrangeira ",352,Intrínseca 
 296,Sprint,"Jake Knapp",DISPONIVEL,"Design / Literatura Estrangeira / Negócios e Empreendedorismo ",320,Intrínseca 
 297,"Sprint - Livro Digital","Jake Knapp",DISPONIVEL,"Design / Literatura Estrangeira / Não-ficção ",288,Intrínseca 
 298,"O Papa e Mussolini","David I. Kertzer",DISPONIVEL,"História / Literatura Estrangeira / Não-ficção ",592,Intrínseca 
 299,"Antes Que Eu Vá","Lauren Oliver",DISPONIVEL,"Ficção / Literatura Estrangeira / Romance ",384,Intrínseca 
 300,"Agora e Para Sempre; Lara Jean","Jenny Han",DISPONIVEL," Quando o coração e a razão apontam para direções diferentes, qual deles se deve ouvir?Ficção / Literatura Estrangeira / Romance ",304,Intrínseca 
 301,"Tudo o que nunca contei"," Celeste Ng ",DISPONIVEL,"Línguas Estrangeiras / Literatura Estrangeira / Romance / Ficção / Suspense e Mistério ",304,Intrínseca 
 302,"Pequenas Grandes Mentiras","Liane Moriarty ",DISPONIVEL,"Literatura Estrangeira ",438,Intrínseca 
 303,"Bem-vindo à Vida Real","Christian McKay Heidicker",DISPONIVEL,"Infantojuvenil / Literatura Estrangeira ",320,Intrínseca 
 304,"Antes da Queda","Noah Hawley",DISPONIVEL,"Ficção / Literatura Estrangeira / Suspense e Mistério ",365,Intrínseca 
 305,"Breve história de sete assassinatos","Marlon James",DISPONIVEL,"Literatura Estrangeira / Romance ",736,Intrínseca 
 306,"Piano Vermelho","Josh Malerman",DISPONIVEL,"Ficção / Literatura Estrangeira ",320,Intrínseca 
 307,"Apenas Uma Garota","Meredith Russo",DISPONIVEL,"Ficção / Jovem adulto / LGBT / GLS / Literatura Estrangeira / Romance ",240,Intrínseca 
 308,"Em Busca de Abrigo","Jojo Moyes",DISPONIVEL,"Ficção / Literatura Estrangeira / Romance ",320,Intrínseca 
 309,"A Casa das Marés","Jojo Moyes",DISPONIVEL,"Ficção / Literatura Estrangeira / Romance / Drama ",384,Intrínseca 
 310,"Mitologia Nórdica","Neil Gaiman",DISPONIVEL,"Fantasia / Ficção / Literatura Estrangeira ",288,Intrínseca 
 311,"Excesso de Luz","Christian McKay Heidicker",DISPONIVEL,"Ficção / Infantil / Infantojuvenil ",40,Intrínseca 
 312,"A Profecia das Sombras","Rick Riordan",DISPONIVEL,"Ficção / Jovem adulto / Literatura Estrangeira ",336,Intrínseca 
 313,"Razões para continuar vivo","Matt Haig",DISPONIVEL,"Autoajuda / Biografia, Autobiografia, Memórias ",240,Intrínseca 
 314,"O Caminho da Porcelana","Edmund de Waal",DISPONIVEL,"Biografia, Autobiografia, Memórias / Não-ficção ",384,Intrínseca 
 315,"O Projeto Desfazer","Michael Lewis",DISPONIVEL,"Literatura Estrangeira / Não-ficção / Negócios e Empreendedorismo ",368,Intrínseca 
 316,"As Garotas","Emma Cline",DISPONIVEL,"Literatura Estrangeira / Romance ",336,Intrínseca 
 317,"As Coisas que Perdemos no Fogo","Mariana Enriquez",DISPONIVEL,"Contos / Ficção / Literatura Estrangeira ",192,Intrínseca 
 318,"Por trás de seus olhos","Sarah Pinborough",DISPONIVEL,"Ficção / Literatura Estrangeira / Romance ",352,Intrínseca 
 319,"Eu Sei Onde Você Está","Claire Kendal",DISPONIVEL,"Crime / Ficção / Literatura Estrangeira / Suspense e Mistério ",304,Intrínseca 
 320,"Robô Selvagem","Peter Brown",DISPONIVEL,"Fantasia / Ficção científica / Literatura Estrangeira ",288,Intrínseca 
 321,"Robô Selvagem","Peter Brown",DISPONIVEL,"Fantasia / Ficção / Ficção científica / Literatura Estrangeira ",288,Intrínseca 
 322,Geekerela,"Ashley Poston",DISPONIVEL,"Fantasia / Ficção / Jovem adulto / Literatura Estrangeira / Romance ",384,Intrínseca 
 323,"Hotel Valhala: Guia dos Mundos Nórdicos","Rick Riordan",DISPONIVEL,"Fantasia / Ficção / Jovem adulto / Literatura Estrangeira ",160,Intrínseca 
