index,titulo,autor,n_pags,editora,genero 
 5375,"Noite Eterna","Claudia Gray",304,Planeta," Fantasia " 
 5376,"Aprendendo a Seduzir","Meg Cabot",368,Planeta," Romance / Literatura Estrangeira / Chick-lit / Ficção " 
 5377,"Dôssie Drácula","James Reese",352,Planeta,"Horror / Literatura Estrangeira / Suspense e Mistério / Terror " 
 5378,"Caçadora de Estrelas","Claudia Gray",304,Planeta," Quem poderá ajudá-la a sobreviver em Noite Eterna?Fantasia " 
 5379,"Aurora Boreal","Åsa Larsson",304,Planeta," " 
 5380,"Laila; a garota-detetive","Inês Stanisiere",144,Planeta,"  " 
 5381,"A festa de aniversário","Panos Karnezis",300,Planeta," " 
 5382,"Os dias do cervo","Liliana Bodoc",320,Planeta,"Fantasia / Ficção / Literatura Estrangeira " 
 5383,"As montanhas de Buda","Javier Moro",256,Planeta,"Literatura Estrangeira " 
 5384,"A Princesa de Gelo","Camilla Läckberg",365,Planeta,"Crime / Ficção / Literatura Estrangeira / Romance policial / Suspense e Mistério " 
 5385,"Os Astronautas de Yaveh","J. J. Benítez",278,Planeta,"Ufologia " 
 5386,"Do universo à jabuticaba","Rubem Alves",255,Planeta,"   " 
 5387,"A Chegada do Terceiro Reich","Richard J. Evans",688,Planeta,"brHistória / História Geral / Literatura Estrangeira / Não-ficção / Política / Geografia " 
 5388,"Memórias Inventadas - Volume Único","Manoel de Barros",160,Planeta," " 
 5389,"A Cinderela mudou de ideia","Nunila López",88,Planeta," " 
 5390,"Box 21","Börge Hellström",352,Planeta," " 
 5391,"A Vida secreta De Marilyn Moroe","J.Randy Taraborrelli",459,Planeta," " 
 5392,Império,"Niall Ferguson",427,Planeta," " 
 5393,"Volta ao Mundo Numa Bicicleta Ergométrica","Derico Sciotti",173,Planeta," O que estaria acontecendo? " 
 5394,"Duas Garotas","Perihan Magden",288,Planeta," " 
 5395,"Ser Rico é Possível","Marcelo Ebaum",176,Planeta,"Autoajuda " 
 5396,"Os Ossos de Deus","Leonardo Gori",288,Planeta," " 
 5397,"Os Ratos","Dyonelio Machado",192,Planeta,"Literatura Brasileira " 
 5398,"Névoa do Tempo","Claudia Gray",320,Planeta," Fantasia " 
 5399,"Maldito Karma","David Safier",288,Planeta,"  " 
 5400,"Memórias Inventadas para crianças","Manoel de Barros",32,Planeta,"  " 
 5401,"Pocoyo não quer dormir",Pocoyo,24,Planeta," O que será que seu amigo fará para que Pocoyo pare de brincar e vá dormir? " 
 5402,SuperPocoyo,Pocoyo,24,Planeta," Mas qual será este missão e quem os dois super-heróis irão ajudar? " 
 5403,"Metrô 2033","Dmitry Glukhovsky",416,Planeta,"Ficção científica / Ficção / Literatura Estrangeira / Suspense e Mistério / Terror " 
 5404,"Desculpa; Quero Me Casar Contigo","Federico Moccia",416,Planeta,"Ficção / Literatura Estrangeira / Romance " 
 5405,"Anjos Caidos","Åsa Schwarz",304,Planeta,"Fantasia / Ficção / Literatura Estrangeira " 
 5406,"Eu ","Ricky Martin",304,Planeta," " 
 5407,"O Diário de um Mago","Paulo Coelho",248,Planeta,"Autoajuda / Esoterismo / Ficção / Literatura Brasileira / Religião e Espiritualidade / Romance " 
 5408,"O Alquimista","Paulo Coelho",192,Planeta,"Literatura Brasileira / Romance / Autoajuda / Ficção / Filosofia / Religião e Espiritualidade " 
 5409,"POCOYO - FESTA SURPRESA ","Alejandra Procupet",16,Planeta," " 
 5410,"Kama Sutra","Deepak Chopra",311,Planeta," " 
 5411,"O Vendedor de Sonhos","Augusto Cury",254,Editora,"""Ficção / Psicologia / Romance " 
 5412,"El inventor de historias","Marta rivera de la Cruz",364,Editora,"Romance " 
 5413,"A Dama Azul","Javier Sierra",440,Planeta," Quem desvendará o enigma da Dama Azul?Ficção / Literatura Estrangeira " 
 5414,"De Ernesto a Che","Carlos Calica Ferrer",240,Planeta," " 
 5415,"Joana D'Arc ","Donald Spoto",304,Planeta,"  " 
 5416,"O Filme Perfeito","Jodi Picoult",360,Planeta," Dividida entre o medo e a lembrança do amor, Cassie precisa resolver questões que nunca imaginou enfrentar - Como poderia partir? Mas, por outro lado, como poderia ficar? " 
 5417,"A Ponte dos Judeus","Martí Gironell",280,Planeta,"Literatura Estrangeira " 
 5418,"O poço / Para uma tumba sem nome","Juan Carlos Onetti",168,Planeta,"Ficção / Literatura Estrangeira " 
 5419,"Beber; Jogar; [email protected]#er",[email protected],288,Planeta," " 
 5420,"Eu Te Amo; Phillip Morris","Steve McVicker",256,Planeta,"  " 
 5421,"A Ascensão do Dinheiro","Niall Ferguson",418,Planeta," " 
 5422,"A Razão dos Amantes","Pablo Simonetti",276,Planeta," O que busca Diego? O que procura Manuel? O que Laura pretende? O que os faz romper a monotonia de suas vidas?  " 
 5423,"Eu te amo; mas sou feliz sem você","Jaime Jaramillo",158,Planeta," " 
 5424,"Querido e Devotado Dexter","Jeff Lindsay",252,Planeta,"Drama / Ficção / Romance policial / Suspense e Mistério " 
 5425,"O Último Evangelho","David Gibbins",328,Planeta,"Aventura / Crime / Drama / Ficção / História / Literatura Estrangeira / Religião e Espiritualidade / Romance / Suspense e Mistério " 
 5426,"Pequenas grandes coisas","Albert Figueras",128,Planeta," " 
 5427,"O Mundo","Juan José Millás",216,Planeta," " 
 5428,Autossabotagem,"Bernardo Stamateas",192,Academia,"Psicologia " 
 5429,"Só o Amor não basta","Cesar Romão",136,Planeta," " 
 5430,"Melhor que você mesmo","Steve Farber",176,Planeta," " 
 5431,"Sinto-me só","Karl Taro Greenfeld",360,Planeta," " 
 5432,"O Quarto Reino","Francesc Miralles",384,Planeta,"brFicção " 
 5433,"Um otimista incorrigível","Michael J. Fox ",256,Planeta,"  " 
 5434,"Operação Xeque","Juan Carlos Torres Cuéllar",304,Planeta,"  " 
 5435,"A dieta de Jesus","Heloisa Bernardes",144,Planeta," " 
 5436,"Rumo a outro verão","Janet Frame",280,Planeta,"Literatura Estrangeira / Romance " 
 5437,"Cavalo de Tróia 5","J. J. Benítez",344,Planeta,""" " 
 5438,"A vida breve","Juan Carlos Onetti",360,Planeta,"Ficção / Literatura Estrangeira / Romance " 
 5439,"Uma noite não são dias","Mário Zambujal",128,Planeta," - O Autor " 
 5440,"Universidade das Crianças","Ulrich Janben",232,Planeta,"Educação " 
 5441,"O estaleiro","Juan Carlos Onetti",248,Planeta,"Ficção / Literatura Estrangeira " 
 5442,1808,"Laurentino Gomes",368,Planeta,"História / História do Brasil / História Geral " 
 5443,"Star Wars - Figuras de Chumbo - 32","Lucasfilm Ltd.",20,Planeta,"  " 
 5444,"Star Wars - Figuras de Chumbo - 34","Lucasfilm Ltd.",20,Planeta,"  " 
 5445,"Star Wars - Figuras de Chumbo - 35","Lucasfilm Ltd.",20,Planeta,"  " 
 5446,"Star Wars - Figuras de Chumbo - 37","Lucasfilm Ltd.",20,Planeta,"  " 
 5447,"Star Wars - Figuras de Chumbo - 40","Lucasfilm Ltd.",20,Planeta,"  " 
 5448,"Star Wars - Figuras de Chumbo - 42","Lucasfilm Ltd.",20,Planeta,"  " 
 5449,"Star Wars - Figuras de Chumbo - 44","Lucasfilm Ltd.",20,Planeta,"  " 
 5450,"Star Wars - Figuras de Chumbo - 46","Lucasfilm Ltd.",20,Planeta,"  " 
 5451,"Star Wars - Figuras de Chumbo - 48","Lucasfilm Ltd.",20,Planeta,"  " 
 5452,"Star Wars - Figuras de Chumbo - 50","Lucasfilm Ltd.",20,Planeta,"  " 
 5453,"Star Wars - Figuras de Chumbo - 52","Lucasfilm Ltd.",20,Planeta,"  " 
 5454,"Star Wars - Figuras de Chumbo - 54","Lucasfilm Ltd.",20,Planeta,"  " 
 5455,"Star Wars - Figuras de Chumbo - 56","Lucasfilm Ltd.",20,Planeta,"  " 
 5456,"Star Wars - Figuras de Chumbo - 58","Lucasilm Ltd.",20,Planeta," Dengar foi transformado pelo Império em um assassino sem qualquer consciência, suas emoções foram extirpadas " 
 5457,"Star Wars - Figuras de Chumbo - 59","Lucasfilm Ltd.",20,Planeta,"  " 
 5458,"Star Wars - Figuras de Chumbo - 60","Lucasfilm Ltd.",20,Planeta,"  " 
 5459,"Deus Existe?","Papa Bento XVI",128,Planeta," " 
 5460,"Os Segredos de O Símbolo Perdido","Dan Burstein e Arne de Keijzer",301,Planeta," " 
 5461,Firmin,"Sam Savage",160,Editora,"Ficção científica " 
 5462,F.I.L.O.S.,"Giuliana Caleca",202,Oceano,"Autoajuda / Biografia, Autobiografia, Memórias / Medicina e Saúde / Não-ficção " 
 5463,"Operação Cavalo de Tróia 1","J. J. Benítez",619,Planeta," " 
 5464,"Dexter: A Mão Esquerda de Deus","Jeff Lindsay",272,Planeta,"Drama / Ficção / Suspense e Mistério " 
 5465,"O Mago","Fernando Morais",632,Planeta,"Biografia, Autobiografia, Memórias " 
 5466,"Uma Questão de Fé","Jodi Picoult",424,Planeta," Uma das romancistas mais poderosas e provocadoras, autora best-seller do NYT, Jodi Picoult examina brilhantemente a crença, os milagres e a complexidade familiar " 
 5467,"A Vida com Minha Irmã Madonna","Wendy Leigh",356,Planeta,"Biografia, Autobiografia, Memórias " 
 5468,"1968: O que fizemos de nós","Zuenir Ventura",224,Planeta,"História / História do Brasil / Política " 
 5469,"1968: O Ano que Não Terminou","Zuenir Ventura",285,Planeta,"Literatura Brasileira " 
 5470,Mengele,"Gerald Astor",296,Planeta,"Biologia / História / História Geral " 
 5471,"Ostra feliz não faz pérola","Rubem Alves",276,Planeta," Crônicas / Filosofia / Não-ficção " 
 5472,"O Lobo de Wall Street","Jordan Belfort",504,Planeta,"Administração / Biografia, Autobiografia, Memórias / Comunicação / Economia, Finanças / Marketing e Publicidade " 
 5473,"No Divã com Adão",Adão,160,Planeta," Somando uns anos de análise aqui e perdendo outros ali, acabamos todos com muitos anos num inferno social que nos leva a perguntar: afinal, quem é normal?HQ, comics, mangá / Humor, Comédia " 
 5474,"O Sári Vermelho","Javier Moro",544,Planeta,"Ficção / Literatura Estrangeira / Religião e Espiritualidade / Romance " 
 5475,"Charles De Gaulle","Don Cook",472,Planeta,"Biografia, Autobiografia, Memórias / História " 
 5476,"Histórias de Divã","Gabriel Rolón",264,Planeta,"  " 
 5477,"O Jardineiro Noturno","George Pelecanos",384,Planeta," " 
 5478,"Cavalo de Tróia 3","J. J. Benítez",464,Planeta,"Ficção / Religião e Espiritualidade " 
 5479,"Cavalo de Tróia 4","J. J. Benítez",384,Planeta,"Ficção " 
 5480,"Céu de Tango","Elsa Osório",406,Planeta," " 
 5481,"O Coração do Rei","Iza Salles",367,Planeta,"Biografia, Autobiografia, Memórias / História / História do Brasil / Literatura Brasileira " 
 5482,"Pára tudo!","Cláudia Felício",114,Planeta,"Alguma coisa lhe parece familiar? Então, o que você está esperando para ler esse livro? " 
 5483,Balzac,"Johnnes Willms",298,Planeta," " 
 5484,"O Último Távora","José Norton",316,Planeta," " 
 5485,"A história secreta das meninas tempestivas","Inês Stanisiere",136,Planeta," " 
 5486,"O EXECUTIVO E SUA TRIBO","John King",312,Planeta,"  " 
 5487,"1808 - edição juvenil ilustrada","Laurentino Gomes",146,Planeta,"História / História do Brasil / História Geral " 
 5488,"Crimes Imperceptíveis","Guillermo Martinez",240,Planeta," " 
 5489,"O Mago","Inbali Iserles",632,Planeta," " 
 5490,"Memórias Inventadas","Manoel de Barros",160,Planeta,"Literatura Brasileira / Poemas, poesias " 
 5491,"Star Wars - Figuras de Chumbo - 02","Lucasfilm Ltd.",20,Planeta,"  " 
 5492,"Star Wars - Figuras de Chumbo - 03","Lucasfilm Ltd.",20,Planeta,"  " 
 5493,"Star Wars - Figuras de Chumbo - 05","Lucasfilm Ltd.",20,Planeta,"  " 
 5494,"Star Wars - Figuras de Chumbo - 07","Lucasfilm Ltd.",20,Planeta,"  " 
 5495,"Star Wars - Figuras de Chumbo - 10","Lucasfilm Ltd.",20,Planeta," " 
 5496,"Star Wars - Figuras de Chumbo - 12","Lucasfilm Ltd.",20,Planeta," " 
 5497,"Star Wars - Figuras de Chumbo - 14","Lucasfilm Ltd.",20,Planeta," " 
 5498,"Star Wars - Figuras de Chumbo - 16","Lucasfilm Ltd.",20,Planeta,"  " 
 5499,"Star Wars - Figuras de Chumbo - 18","Lucasfilm Ltd.",20,Planeta," " 
 5500,"Star Wars - Figuras de Chumbo - 20","Lucasfilm Ltd.",20,Planeta,"  " 
 5501,"Star Wars - Figuras de Chumbo - 22","Lucasfilm Ltd.",20,Planeta,"  " 
 5502,"Star Wars - Figuras de Chumbo - 24","Lucasfilm Ltd.",20,Planeta,"  " 
 5503,"Star Wars - Figuras de Chumbo - 25","Lucasfilm Ltd.",20,Planeta," " 
 5504,"Star Wars - Figuras de Chumbo - 27","Lucasfilm Ltd.",20,Planeta,"  " 
 5505,"Star Wars - Figuras de Chumbo - 29","Lucasfilm Ltd.",20,Planeta,"  " 
 5506,"A arte de viver só","Florence Falk",344,Planeta," " 
 5507,"História e cultura Africana e Afro-Brasileira","Nei Lopes",144,Planeta,"História " 
 5508,"Pocoyo e a Lagarta Valentina","Zinkia Entertainment S. L.",10,Planeta,"  " 
 5509,1808,"Laurentino Gomes",145,Planeta," " 
 5510,"Daños Colaterales","Ignacio Rupérez",358,Editora,"Biografia, Autobiografia, Memórias / História / Não-ficção / Política " 
 5511,"Onze minutos","Paulo Coelho",253,Planeta,"""Paulo CoelhoLiteratura Brasileira / Autoajuda / Religião e Espiritualidade / Romance " 
 5512,"Eric Clapton","Eric Clapton",400,Planeta,"Biografia, Autobiografia, Memórias / Literatura Estrangeira / Música " 
 5513,"O Enigma de Paris","Pablo De Santis",255,Planeta,"**Romance " 
 5514,"Ouvindo Estrelas","Marco Mazzola",300,Planeta,"  " 
 5515,"Código da Vida","Saulo Ramos",467,Planeta," Como o menino do interior chegou a Consultor Geral da República? Biografia, Autobiografia, Memórias / Direito " 
 5516,"Cem Melhores Crônicas","Mario Prata",376,Planeta," " 
 5517,"O mundo sem nós","Alan Weisman",382,Planeta," " 
 5518,"Operação Cavalo de Tróia 8","J. J. Benítez",463,Planeta," " 
 5519,"As Sociedades Secretas mais Perversas da História","Shelley Klein",286,Planeta," " 
 5520,"Os Crimes da Luz","Giulio Leoni",368,Planeta," " 
 5521,"A Terra dos Vampiros","John Marks",416,Planeta," " 
 5522,"O Machado Gentil","R. N. Morris",368,Planeta," " 
 5523,"A Cruzada do Ouro","David Gibbins",376,Planeta,"Ficção / Literatura Estrangeira " 
 5524,"Prisioneira em Teerã","Marina Nemat",304,Planeta," " 
 5525,"O Ano Em Que Trafiquei Mulheres","Antonio Salas",264,Planeta," " 
 5526,"O Segredo de Deus","Henry Cloud",248,Planeta," " 
 5527,"O segredo do salão verde","Marcos Losekann",312,Planeta," Por que um simples acidente poderia mudar a história do Brasil?Ficção " 
 5528,"O sussurro da mulher-baleia","Alonso Cueto",256,Planeta,"Ficção / Literatura Estrangeira / Romance " 
 5529,"Os Segredos da Jin-Shei","Alma Alexander",560,Planeta,"  " 
 5530,"Fica comigo esta noite","Inês Pedrosa",160,Planeta," " 
 5531,"Jesus de Nazaré","Papa Bento XVI",330,Planeta,"Religião e Espiritualidade / Literatura Estrangeira / Não-ficção " 
 5532,"Os Gângsteres Mais Perversos da História","Lauren Carter ",288,Planeta," " 
 5533,"O superblog das maravilhosas: Mari; Luma e Carol","Inês Stanisiere",136,Planeta,"Infantojuvenil " 
 5534,"O Poder e a Glória","David Yallop",597,Planeta," " 
 5535,"O Livro do Destino","Brad Meltzer",494,Planeta," O que será que ele diz sobre você?  " 
 5536,"A tumba da família de Jesus","Charles Pellegrino",268,Planeta,"História / Não-ficção " 
 5537,"Contos para Presentear as Pessoas que Amo","Enrique Mariscal",131,Planeta," " 
 5538,"Kama Sutra","Vatsyayana ",248,Planeta,"Literatura Estrangeira / Não-ficção / Sexo e Sexologia " 
 5539,"O Estaleiro","Juan Carlos Onetti",220,Planeta,"Ficção / Literatura Estrangeira " 
 5540,"O Conquistador","Federico Andahazi",262,Planeta," Como seriam as coisas se a história não tivesse sido como acreditamos que foi? " 
 5541,"Simplesmente Helena","Carolina Kotscho",288,Planeta,"   " 
 5542,"Os Segredos da Cozinha do Vaticano","Eva Celada",191,Planeta,"  " 
 5543,"O Traidor de Belém","Matt Rees",286,Planeta,"Romance policial " 
 5544,"Viagem para a Felicidade","Eduardo Punset",230,Planeta,"   " 
 5545,"Felicidade Artificial","Ronald Dworkin",296,Planeta," Um livro polêmico e assustador que precisa ser lido por todos antes que seja tarde'' " 
 5546,"O Feitiço","Charlotte Brontë",206,Planeta," " 
 5547,"Com quem será que eu me pareço?","Georgina Martins",24,Planeta," Afinal, sempre existe alguém parecido com a gente! " 
 5548,"Desculpe; mãe!","Rita Ferro",253,Planeta," " 
 5549,"Amor e Amizade","Jane Austen",120,Planeta,"Literatura Estrangeira / Ficção / Romance " 
 5550,"O lado profundo da vida","Walter Dresel",280,Planeta," " 
 5551,"Propaganda Monumental","Vladimir Voinovitch",384,Planeta,"asp?CodigoLivro=74262) " 
 5552,Purgatório,"Mario Prata",267,Planeta," " 
 5553,"Superando o Cárcere da Emoção","Augusto Cury",184,Planeta," Superando o cárcere da emoção, de Augusto Cury, tem como objetivo contribuir para que o leitor expanda sua inteligência, aprenda a navegar nas águas da emoção e compreenda alguns pilares da própria inteligênciaPsicologia / Religião e Espiritualidade " 
 5554,"Heróis da América ","Odir Cunha",416,Planeta,"  " 
 5555,"A Tumba da Família de Jesus","Simcha Jacobovici",268,Planeta," " 
 5556,"O Homem que sussurrava aos Ummitas","J. J. Benítez",352,Planeta," " 
 5557,"Vamos discutir a relação?","Regina Vaz",160,Planeta," " 
 5558,"CÓDIGO DA VIDA","SAULO RAMOS",468,Planeta," Como o menino do interior chegou a Consultor Geral da República? " 
 5559,"Kama sutra XXX","Alícia Gallotti",192,Planeta," " 
 5560,"El Hombre Perdido","Horacio Bernardo",197,Editora,"Ficção / Filosofia / Literatura Estrangeira " 
 5561,Brida,"Paulo Coelho",261,Planeta,"Literatura Brasileira / Autoajuda / Biografia, Autobiografia, Memórias / Religião e Espiritualidade / Romance " 
 5562,"O Monte Cinco","Paulo Coelho",200,Planeta,"Literatura Brasileira / Ficção " 
 5563,"O Diário de um Mago","Paulo Coelho",248,Planeta,""" - Paulo CoelhoAutoajuda / Esoterismo / Ficção / Literatura Brasileira / Religião e Espiritualidade / Romance " 
 5564,"Manual do Guerreiro da Luz","Paulo Coelho",200,Planeta,"Literatura Brasileira / Autoajuda / Religião e Espiritualidade / Romance " 
 5565,"Veronika Decide Morrer","Paulo Coelho",224,Planeta,"Drama / Literatura Brasileira / Autoajuda / Religião e Espiritualidade " 
 5566,Atlantis,"David Gibbins",440,Planeta,"Ficção " 
 5567,"Na Margem do Rio Piedra Eu Sentei e Chorei","Paulo Coelho",236,Planeta,"Literatura Brasileira / Biografia, Autobiografia, Memórias / Romance " 
 5568,"Os Crimes do Mosaico","Giulio Leoni",381,Planeta,"Suspense e Mistério " 
 5569,"Crítica da Razão Criminosa","Michael Gregorio",464,Planeta," " 
 5570,"O Oitavo Dia","John Case",457,Planeta,"  " 
 5571,"Curvas Perigosas",Maitena,72,Planeta,"HQ, comics, mangá / Humor, Comédia " 
 5572,"A Verdadeira História do Clube Bilderberg","Daniel Estulin",320,Planeta," " 
 5573,"E se Harry Potter dirigisse a General Electric?","Tom Morris",286,Planeta," " 
 5574,"O dossiê Iscariotes","Marcos Losekann",327,Planeta,"Ficção " 
 5575,"Anjos das Sombras (Dark Angels)","Karleen Koen",552,Planeta,"Ficção " 
 5576,"O arqueólogo do futuro","Maria Valéria Rezende",64,Planeta,"Contos / Infantojuvenil / Literatura Brasileira " 
 5577,"Dona Vitória da Paz","Fábio Gusmão",208,Planeta," " 
 5578,"Histórias de Homens Casados","Marcelo Birmajer",288,Planeta,"Contos " 
 5579,"Aprenda a Comunicar-se Melhor no Trabalho: em uma Semana","John Macdonald",118,Planeta," " 
 5580,"O Último Catão","Matilde Asensi",509,Planeta,"Ficção / Literatura Estrangeira " 
 5581,"O caminho Da Vinci","Huck Finn",198,Planeta,"  " 
 5582,"China: o Renascimento do Império","Claudia Trevisan",236,Planeta," " 
 5583,"Como construir uma grande marca","Stephen Brown",194,Planeta," " 
 5584,39+1,"Silvia Soler",165,Planeta,"  " 
 5585,"A Sombra de Heidegger","José Pablo Feinmann",197,Planeta," " 
 5586,"A síndrome de Ulisses","Santiago Gamboa",373,Planeta,"Ficção / Literatura Estrangeira / Romance " 
 5587,"Memórias Inventadas","Manoel de Barros",80,Planeta," " 
 5588,"O Demônio e a Srta. Prym","Paulo Coelho",182,Planeta," Paulo CoelhoFicção / Romance / Suspense e Mistério / Literatura Brasileira " 
 5589,"Biografia não autorizada do Vaticano","Santiago Camacho",228,Planeta," " 
 5590,"Feito Homem","Norah Vincent",302,Planeta,"Sociologia " 
 5591,"Falcões da Noite","Roberto Ampuero",312,Planeta," " 
 5592,"Cabala - Alcançando Mundos Superiores","Rav Michael Laitman",310,Planeta," " 
 5593,"Kama Sutra do Sexo Oral","Alicia Gallotti",222,Planeta,"Sem inibições e com uma linguagem clara e direta, Alicia Gallotti, reconhecida especialista em sexualidade e autora de sucessos como O novo Kama Sutra ilustrado ou os Kama Sutras para o homem e para a mulher, nos revela agora os segredos mais íntimos do sexo oral e as dicas para desfrutá-lo " 
 5594,"o código graal","Mike Aquilina",192,Planeta," " 
 5595,"O HOMEM QUE SÓ TINHA CERTEZAS","Adriana Falcão ",72,Planeta,"Crônicas / Literatura Brasileira " 
 5596,"Veronika Decide Morrer","Paulo Coelho",214,Planeta,"""Paulo CoelhoUm livro sobre a coragemDrama / Literatura Brasileira / Autoajuda / Religião e Espiritualidade " 
 5597,"Aprenda a Redigir Relatórios","Katharine Heritage",104,Planeta," " 
 5598,"O Marechal das Trevas","Juan Antonio Cebrian ",214,Planeta," " 
 5599,"Você tem toda a razão","Eleanor Wiley",170,Planeta,"Autoajuda " 
 5600,Brida,"Paulo Coelho",249,Planeta,"Literatura Brasileira / Autoajuda / Biografia, Autobiografia, Memórias / Religião e Espiritualidade / Romance " 
 5601,"Ave do Paraíso","Georgina Martins",79,Planeta," " 
 5602,Maitena,Maitena,66,Planeta," " 
 5603,"A ilha dos 5 faróis","FERRAN RAMON- CORTÉS",134,Planeta,"""FERRAN RAMON-CORTÉS " 
 5604,"Um milagre em equilíbrio","Lucía Etxebarria",365,Planeta," " 
 5605,"O Zahir","Paulo Coelho",330,Planeta,"Romance " 
 5606,"O ÚLTIMO MEROVÍNGIO","Jim Hougan",384,Planeta,"- Sinopse retirada do site da Livraria Relativa " 
 5607,"Pequeno Dicionário de Palavras ao Vento","Adriana Falcão ",215,Planeta,"Ficção / Infantojuvenil " 
 5608,Crônicas,"Bob Dylan",325,Planeta,"Biografia, Autobiografia, Memórias / Crônicas / Literatura Estrangeira " 
 5609,"Angus - O Guerreiro de Deus","Orlando Paes Filho",511,Planeta," " 
 5610,"Apenas uma garotinha","Ana Claudia Landi",296,Planeta," " 
 5611,"O reino das mulheres","Ricardo Coler",222,Planeta," " 
 5612,"O Anel - A Herança do Último Templário","Jorge Molist",407,Planeta," " 
 5613,"Guadalupe e as bruxas","Márcia Frazão",174,Planeta,"  " 
 5614,"Tarso de Castro","Tom Cardoso",280,Planeta," " 
 5615,Junta-Cadáveres,"Juan Carlos Onetti",317,Planeta,"Ficção / Literatura Estrangeira / Romance " 
 5616,"A paixão de Maria Madalena","JUAN TAFUR",277,Planeta,"  " 
 5617,"O velho que acordou menino","Rubem Alves",269,Planeta,"Biografia, Autobiografia, Memórias / Literatura Brasileira " 
 5618,"As Lições de Chico Xavier","Marcel Souto Maior",95,Planeta," Literatura Brasileira / Religião e Espiritualidade " 
 5619,"Nas tuas mãos","Inês Pedrosa",224,Planeta,"Ficção / Literatura Estrangeira / Romance " 
 5620,"Feias; quase cabeludas","Haroldo Maranhão",192,Planeta,"Contos / Ficção " 
 5621,"Kama Sutra Gay","Alicia Gallotti",234,Planeta," " 
 5622,"Um Peregrino Apaixonado e outras histórias","Henry James",230,Planeta,"Literatura Estrangeira " 
 5623,"O mergulho","Pipín Ferreras",312,Planeta,"   " 
 5624,"mentiras e confissões","Chantal Dalmass",141,Planeta,""" " 
 5625,"Um Peregrino Apaixonado e outras histórias","Henry James",232,Planeta," Literatura Estrangeira " 
 5626,"A Origem Perdida","Matilde Asensi",486,Planeta," " 
 5627,"TREZE CONTOS DIABÓLICOS E UM ANGÉLICO","Frei Betto",136,Planeta," " 
 5628,"Tempo de cães","Alicia Giménez Bartlett",301,Planeta,"  " 
 5629,"Casada À Força",Leila,252,Planeta," " 
 5630,Merlin,"Maria Nazareth Alvim de Barros",230,Planeta,"  " 
 5631,"A cama redonda de Maria Beatriz: Fantasias & Fetiches","Maria Beatriz Soares",188,Planeta," " 
 5632,"A Expedição Esquecida de Shackleton","Beau Riffenburgh",455,Planeta," " 
 5633,"Os Extraterrestres","Heber Casal SaÉnz",182,Planeta,"Esoterismo " 
 5634,Argentinos,"Márcia Eliane Maia Carmo",288,Planeta," " 
 5635,"FAZER DA MENTE UMA ALIADA","Sakyong Mipham",215,Planeta,"  " 
 5636,"Aprenda a Potencializar Sua Capacidade Mental","Jonathan Hancock",112,Planeta," " 
 5637,"Cabo Josino Viloso","Francisco J. C. Dantas",150,Planeta,"  " 
 5638,"Apenas uma garotinha: A História de Cássia Eller","Ana Cláudia Landi; Eduardo Belo",296,Planeta,"  " 
 5639," O Santo Sudário - Um Milagre Vivo","Giulio Calvetti ",172,Planeta," Quais são suas verdadeiras origens históricas? O que o inquietante século XXI trouxe em matéria de pesquisa científica a esse respeito? Que interesses concretos a NASA tem no Santo Sudário e por quê? " 
 5640,"Aprenda a falar em público","Malcom Peel",93,Planeta," " 
 5641,"O autentico método Pilates","Esperanza Aparicio Romero;Javier Pérez Pont",294,Planeta,"  " 
 5642,"Star Wars Darth Vader - Figuras de Chumbo","Lucasfilm Ltd.",20,Planeta,"HQ, comics, mangá " 
 5643,"Ética para Meu Filho","Fernando Savater",143,Planeta," " 
 5644,"Os Filhos do Capitão Grant","Júlio Verne",631,Jornal,"aspAventura / Drama / Ficção / Geografia / História / Literatura Estrangeira / Romance / Suspense e Mistério / Crônicas / Entretenimento / HQ, comics, mangá / Infantojuvenil / Jovem adulto " 
 5645,"Aprenda a administrar seu tempo","Robert M. Hochheiser",132,Planeta," " 
 5646,"A Esperança Estilhaçada","Augusto Nunes",128,Planeta,"  " 
 5647,"O enigma do quarto","Ian cadwell",432,Planeta,"  " 
 5648,"Tempo de Migrar para o Norte","Tayeb Salih ",151,Editora,"Ficção / Literatura Estrangeira / Romance " 
 5649,"Os Piores Textos de Washington Olivetto","Washington Olivetto",256,Planeta,"Comunicação / Marketing e Publicidade " 
 5650,"Vida de Gato","Clara Averbuck",118,Planeta," " 
 5651,"Razões para bater num sujeito de óculos","Eugênio Mohallem",157,Planeta," " 
 5652,"Matarazzo Vol. 2","Ronaldo Costa Couto",407,Planeta,"  " 
 5653,"Matarazzo Vol. 1","Ronaldo Costa Couto",332,Planeta,"  " 
 5654,"A Comédia dos Anjos","Adriana Falcão ",138,Planeta," " 
 5655,"Mate-me com Ternura","Daniel Klein",251,Planeta,"  " 
 5656,"Os Ditadores mais Perversos da História","Shelley Klein",286,Planeta," " 
 5657,"A Conturbada História das Bibliotecas","Matthew Battles",240,Planeta,"Literatura Estrangeira " 
 5658,"A casa da bruxa","Márcia Frazão",172,Planeta,"  " 
 5659,"Me Engana que Eu Gosto","Arthur Bloch",132,Planeta," " 
 5660,"Tempo de Migrar para o Norte","Tayeb Salih ",151,Planeta," " 
 5661,"A Majestade do Xingu","Moacyr Scliar",216,Planeta,"Literatura Brasileira / Romance " 
